antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({1051.0, 1421.0})",frozenset({618.0}),0.012148130717416243,0.051210400917728036,0.0070300320616524985,0.5786924939467312,11.300292197993693,1.0,0.006407921417212646,2.2520120943734385,0.9227159874895597,0.1248041775456919,0.5559526511875936,0.35798496035647875
"frozenset({1051.0, 1163.0})",frozenset({959.0}),0.010089125511074507,0.0757419772332853,0.005824043297938054,0.577259475218659,7.621394321945145,1.0,0.005059872983174491,2.186348288337815,0.8776450845892815,0.07279411764705881,0.5426163318378443,0.32707633955107707
"frozenset({57.0, 1051.0})",frozenset({959.0}),0.014148307203576786,0.0757419772332853,0.008147777745095156,0.5758835758835759,7.603228710413176,1.0,0.007076156982992316,2.179255436033283,0.8809407479503295,0.09967614249730118,0.541127678992869,0.3417281957087782
frozenset({57.0}),frozenset({959.0}),0.027884813365885226,0.0757419772332853,0.016030826249374946,0.5748945147679325,7.590170414976854,1.0,0.013918775350261658,2.174185125515746,0.893156144851362,0.18300873069173945,0.5400575653543823,0.3932725001024129
"frozenset({1483.0, 959.0})",frozenset({1051.0}),0.01608965496955614,0.08659587610671529,0.00920669470835662,0.5722120658135282,6.607844293975041,1.0,0.00781339694001314,2.135179725511225,0.8625427298385364,0.0984896161107615,0.531655350576837,0.3392650002980685
"frozenset({1483.0, 342.0})",frozenset({1051.0}),0.009353766508809602,0.08659587610671529,0.005235756096126129,0.559748427672956,6.463915521602407,1.0,0.00442575849039811,2.0747322242718895,0.8532763556525571,0.05771725032425422,0.5180100890605572,0.31010519209734755
"frozenset({84.0, 959.0})",frozenset({1051.0}),0.010324440391799276,0.08659587610671529,0.005765214577756861,0.5584045584045584,6.44839666171188,1.0,0.004871160616717444,2.0684183708809223,0.8537370485256458,0.06324620845434012,0.5165388133861389,0.31249032268054006
"frozenset({808.0, 589.0})",frozenset({1051.0}),0.009089037267994236,0.08659587610671529,0.0050592699355825515,0.5566343042071197,6.427953953848318,1.0,0.004272196790394004,2.060159666299452,0.852174951538882,0.05582603050957482,0.5146007290802643,0.307529108625299
"frozenset({1051.0, 5.0})",frozenset({959.0}),0.015177809806747653,0.0757419772332853,0.008441921346001118,0.556201550387597,7.343372469330926,1.0,0.007292324021167303,2.0826075971512004,0.8771357867226582,0.10235378031383738,0.5198327321153057,0.3338289305336043
frozenset({470.0}),frozenset({683.0}),0.01397182104303321,0.03826808247786569,0.007706562343736212,0.5515789473684211,14.413550709980177,1.0,0.007171887543695438,2.1447073278075766,0.9438075530664378,0.17305151915455746,0.5337359149034808,0.3764812492414742
"frozenset({808.0, 1051.0})",frozenset({57.0}),0.011324528634879549,0.027884813365885226,0.006235844339206401,0.5506493506493506,19.747284782727817,1.0,0.005920061971766161,2.1633777274805444,0.960234327811945,0.1891168599464764,0.5377598709197244,0.38713902131623645
